blend1,blend2,blend3,blend4,blend5,blend9,blend10,blend11,blend12,blend13,blend14,blend15,blend16,blend17,blend18,blend19,blend20,blend25,blend30,blend31,blend34,blend35,blend36,blend37,blend38,blend40,blend42,blend44,blend45,blend46,blend47,blend48,blend49,emotion
0.209095433354378,0.328730911016464,0.0573700331151485,0.00876939482986927,0.00250469706952572,0.0228972379118204,0.0208392776548862,0.0244098510593176,0.0163748599588871,0.0602121204137802,0.0501178652048111,0.0641307234764099,0.0659313723444939,0.257083266973495,0.320260554552078,0.125215902924538,0.323578476905823,0.0148542411625385,0.0173754915595055,0.0163298361003399,0.000360403646482155,0.000618382706306875,0.00849287956953049,0.00130438944324851,0.24559485912323,0.0227718930691481,0.0228080097585917,3.97715339204296E-05,1.29763020595419E-05,0.0101289162412286,0.00176279246807098,0.000306448724586517,0.000225887095439248,2
0.00333191966637969,0.00479366537183523,0.599077105522156,0.312839269638062,0.194507524371147,0.0233948901295662,0.00376580748707056,0.0324922688305378,0.0229414161294699,0.00605893507599831,0.241981521248817,0.240559667348862,0.0166481994092464,0.255516976118088,0.289987325668335,0.175086826086044,0.110401563346386,0.0268757157027721,0.0930072441697121,0.111243896186352,0.00193894584663212,0.00255626766011119,0.00839060358703136,0.00839471537619829,0.255287289619446,0.165935412049294,0.0206584222614765,4.92593744638725E-06,1.96530163520947E-06,0.00320962863042951,0.00311728822998703,2.57889769272879E-06,1.6671984894856E-06,1
0.260131418704987,0.222621157765388,0.00314640556462109,0.00842632912099361,0.0109628178179264,0.163260221481323,0.100969195365906,0.109386213123798,0.142601564526558,0.00706906756386161,0.342540383338928,0.338296800851822,0.015960905700922,0.102460712194443,0.0773424133658409,0.63352769613266,0.23232626914978,0.0222270824015141,0.00208628969267011,0.00141268211882561,0.0408791452646256,0.0478410646319389,0.013910892419517,0.0205165985971689,0.00720445858314633,0.00560757657513022,0.00858939904719591,0.825261354446411,0.775979220867157,0.103653930127621,0.0170300174504519,0.750834763050079,0.760022640228272,0
0.0588132999837399,0.0811534076929092,0.00140649359673262,0.0438430123031139,0.0597286596894264,0.144106701016426,0.134663432836533,0.04428606107831,0.0440938845276833,0.00908368080854416,0.308850973844528,0.305704087018967,0.0121145192533731,0.19394414126873,0.200456887483597,0.498516321182251,0.497929394245148,0.00747622130438685,0.000517761800438166,0.0004837965243496,0.0143842827528715,0.0175362452864647,0.0526070669293404,0.0435950271785259,0.00398426409810781,0.00593053502961993,0.000868742587044835,0.551892459392548,0.356262981891632,0.0630782842636108,0.0303636975586414,0.000352044065948576,0.000240362656768411,0
0.000500726571772248,0.000866931164637208,0.568252265453339,0.379065573215485,0.205070748925209,0.228404805064201,0.207787245512009,0.147023811936378,0.142109379172325,0.0234745629131794,0.241045743227005,0.235696494579315,0.00706429686397314,0.0706622004508972,0.0776988342404366,0.445161700248718,0.598942160606384,0.0569797940552235,0.000185169075848535,0.000251709425356239,0.00599460490047932,0.00558394845575094,0.000723879784345627,0.00396505231037736,0.731614291667938,0.0369476862251759,0.00496890349313617,7.09676612586918E-07,7.19758759260003E-07,2.7826834411826E-05,0.000424998375819996,5.70691008761059E-05,0.000102855832665227,2
0.000231065409025177,5.89520823268685E-05,0.695303678512573,0.714766204357147,0.503125786781311,0.114269062876701,0.062389150261879,0.434296190738678,0.430000096559525,0.331046938896179,0.0140154678374529,0.0098853288218379,0.34822279214859,0.0221567247062922,0.0091304536908865,0.349547415971756,0.0736470222473145,0.00443754019215703,0.00300827505998313,0.00302968383766711,0.0014614766696468,0.00034304495784454,0.000865610898472369,0.0434718541800976,0.367510676383972,0.0215111952275038,0.0721698328852654,3.18648903885332E-06,5.07791810377967E-06,0.00025232310872525,0.000610338058322668,4.62866955786012E-05,0.000107109975942876,2
0.567864537239075,0.607302010059357,8.4467297710944E-05,0.00174541550222784,0.00204770872369409,0.220512434840202,0.161491796374321,0.30505034327507,0.297564715147018,0.0929617583751678,0.0830122083425522,0.0635311827063561,0.0887515470385551,0.0387409739196301,0.0402676835656166,0.446105062961578,0.385312527418137,0.000561186869163066,0.00088829779997468,0.000865076610352844,0.000173568303580396,0.000164385681273416,0.124283380806446,0.175156503915787,0.000703268975485116,0.00663777533918619,0.190335556864738,0.907560646533966,0.881067752838135,0.0176124293357134,0.015873009338975,0.0257792379707098,0.0310396142303944,0
0.0097086587920785,0.00217105983756483,0.265282094478607,0.117926679551601,0.269062757492065,0.679767966270447,0.431498467922211,0.455788224935532,0.27293848991394,0.0111826863139868,0.0547164306044579,0.29811304807663,0.114466898143291,0.0116515411064029,0.0454281605780125,0.440564453601837,0.54375159740448,0.00519054057076573,0.00169129716232419,0.0050340429879725,0.00060131965437904,0.0012478563003242,0.151934504508972,0.0953279510140419,0.00320527772419155,0.10986315459013,0.110416322946548,0.00157903076615185,0.000798565160948783,0.000493156374432147,0.0186350662261248,0.000548263313248754,0.000130937231006101,0
0.0330263823270798,0.0247215908020735,0.00441211927682161,0.11239542812109,0.152786746621132,0.106591247022152,0.134453132748604,0.0139056136831641,0.0155122959986329,0.00784982647746801,0.367825150489807,0.36746934056282,0.0075161992572248,0.387195855379105,0.391811609268188,0.504398584365845,0.516645669937134,0.0995580852031708,0.00311675760895014,0.00286961672827601,0.0259258542209864,0.0709808170795441,0.0315098986029625,0.00450205150991678,0.00603877194225788,0.00290231639519334,0.000311714975396171,0.00257842009887099,0.000797282438725233,0.0204057805240154,0.00705600949004293,0.00136591226328164,0.000967155501712114,1
0.00457226857542992,0.0295086447149515,0.0237942673265934,0.436367064714432,0.0689810067415237,0.0259454753249884,0.0212827417999506,0.0107122417539358,0.010368999093771,0.588438928127289,0.00314023019745946,0.00348231522366405,0.630637943744659,0.51640772819519,0.466067135334015,0.199117571115494,0.0695613026618958,0.0414889678359032,0.000799737521447241,0.000337237084750086,0.0623033829033375,0.0239294935017824,0.000545201764907688,0.0357466116547585,0.834262073040009,0.105235703289509,0.0101660983636975,2.73437080977601E-07,5.97889254549955E-07,6.51568407192826E-05,6.2963787058834E-05,2.27385462494567E-05,0.000120162490929943,1
0.0132505791261792,0.0186480842530727,0.217672139406204,0.0651359334588051,0.0472260303795338,0.544671654701233,0.576361000537872,0.583343744277954,0.576724290847778,0.0364514365792274,0.1763054728508,0.170428723096848,0.0233484916388988,0.0138596324250102,0.0102430861443281,0.634342551231384,0.50777542591095,0.00131309276912361,0.037758931517601,0.0251747611910105,0.000743255135603249,0.000824677699711174,0.0361875519156456,0.0453937761485577,0.00137818593066186,0.0196023210883141,0.0316313467919826,0.584976673126221,0.598409414291382,0.203570067882538,0.133939936757088,0.00163474725559354,0.00380245642736554,0
0.000160780677106231,2.04961761482991E-05,0.852898716926575,0.710883855819702,0.864686667919159,0.0263371877372265,0.00968636758625507,0.13271376490593,0.131413757801056,0.423275947570801,0.0155823463574052,0.00912223570048809,0.348470240831375,0.121481128036976,0.113310553133488,0.2187160551548,0.119063995778561,0.0374671034514904,0.00091667560627684,0.00066700141178444,0.543837547302246,0.700807690620422,0.111634448170662,0.162975057959557,0.00217230524867773,0.00546581484377384,0.00260036461986601,0.898513436317444,0.905232787132263,0.141162902116776,0.0585693567991257,0.591811716556549,0.601794600486755,0
0.610260188579559,0.574673891067505,0.000119141564937308,0.00096755416598171,0.00426593469455838,0.43455582857132,0.452142924070358,0.414358645677567,0.411107927560806,0.33110773563385,0.0157899763435125,0.0105657875537872,0.316809326410294,0.0268792938441038,0.0211044810712337,0.745556831359863,0.416485011577606,0.0624649971723557,0.00164318946190178,0.0010498205665499,0.195640057325363,0.304576516151428,0.0429479777812958,0.0540834963321686,0.000554336642380804,0.0423767380416393,0.00449530780315399,0.714795827865601,0.586734175682068,0.0228213146328926,0.00787296704947948,0.242602631449699,0.22025939822197,0
0.0526109300553799,0.157816857099533,0.00807436369359493,0.0364302285015583,0.0120558347553015,0.224951595067978,0.353809118270874,0.397763848304749,0.399077504873276,0.017313726246357,0.212902143597603,0.213090687990189,0.030788566917181,0.0400627367198467,0.0241930671036243,0.365751951932907,0.376749336719513,0.0961000919342041,0.000202143492060713,0.000163448363309726,0.295193284749985,0.47504073381424,0.0618770346045494,0.135497748851776,0.0078964913263917,0.00286309793591499,0.00154944171663374,0.899298429489136,0.923385620117188,0.0444518886506557,0.0574028976261616,0.729854762554169,0.777019619941711,0
0.00328415166586637,0.00295917456969619,0.308638453483582,0.361016690731049,0.178781628608704,0.148782476782799,0.0749418511986733,0.0995240435004234,0.103178486227989,0.00823129341006279,0.283844172954559,0.290878713130951,0.0207758843898773,0.0804037600755692,0.0798909887671471,0.28254097700119,0.244996592402458,0.00793688651174307,5.33539750904311E-05,4.92355138703715E-05,0.00095335504738614,0.000588622759096324,0.000803275965154171,0.00379149755463004,0.895010530948639,0.0594468787312508,0.0451654754579067,4.64374579678406E-07,3.18367511908946E-07,3.42684252245817E-05,2.66598599409917E-05,2.93205121124629E-05,7.95705855125561E-05,2
0.000659001700114459,0.00214115343987942,0.519255995750427,0.450889140367508,0.178823083639145,0.0339491404592991,0.00586237339302897,0.00688312528654933,0.00660941563546658,0.00062054768204689,0.924707055091858,0.919055461883545,0.000181815034011379,0.622208058834076,0.662780404090881,0.265251249074936,0.0437562689185143,0.380363643169403,0.0226516593247652,0.0298147276043892,0.179479107260704,0.272659927606583,0.00701939221471548,0.00810376554727554,0.0128146596252918,0.00146143289748579,0.00122158683370799,0.725555896759033,0.756255328655243,0.0318039730191231,0.433191448450089,0.0481525994837284,0.0259753782302141,0
0.00020506493456196,0.000228051139856689,0.588808655738831,0.829880237579346,0.458803564310074,0.074941948056221,0.0537047609686852,0.00823082588613033,0.115375757217407,0.686874449253082,0.000475659529911354,0.00990325398743153,0.90545791387558,0.519011497497559,0.143061131238937,0.393561840057373,0.04165143892169,0.00808446761220694,0.000939617573749274,0.000112545967567712,0.0101198311895132,0.00224530114792287,0.0107635576277971,0.0465999022126198,0.790885388851166,0.071877509355545,0.0595988184213638,7.7938575486769E-06,5.16469117428642E-06,0.0196319334208965,1.16520941446652E-05,0.000142805292853154,0.000489532190840691,0
